timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 23:47:26,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717105639,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-30 23:47:26,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717105637,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 23:47:26,41.5924,-76.8329,357164dc,76CCE2,109,40325,527,A359,9V-SGB,1717105639,SIN,JFK,SQ24,SQ,0,-960,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:47:26,-34.2619,154.0882,357193ab,7C4926,205,40000,420,A388,VH-OQG,1717105636,LAX,SYD,QF12,QF,0,0,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-30 23:47:26,30.0904,-95.4939,35719651,8964E2,270,6025,230,A388,A6-EVK,1717105637,DXB,IAH,EK211,EK,0,-64,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-30 23:47:26,37.6438,114.7357,35719997,7805AA,170,38100,534,B77L,B-2075,1717105636,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-30 23:47:26,-37.0048,174.7789,35719a7b,8964B2,340,0,0,A388,A6-EVD,1717105574,DXB,AKL,EK448,EK,1,0,UAE80T,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Auckland International Airport,"-37.01199, 174.786331",Emirates,Airbus A380-800,Airbus
2024-05-30 23:47:26,1.1687,104.6622,35719c0e,A31A56,268,12275,334,B789,N29977,1717105638,SFO,SIN,UA1,UA,0,-1536,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:47:26,33.6381,-84.4194,35719c96,A67F8A,272,0,0,A359,N518DZ,1717105635,ICN,ATL,DL188,DL,1,0,DAL188,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-30 23:47:26,35.5963,-115.0408,3571a2cb,710110,199,38000,484,B77W,HZ-AK38,1717105637,JED,LAX,SV41,SV,0,0,SVA041,SVA,King Abdulaziz International Airport,"21.6796, 39.156502",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Saudia,Boeing 777-300ER,Boeing
2024-05-30 23:47:26,38.5867,118.5167,3571a361,780D2A,307,34100,389,B748,B-2482,1717105632,JFK,PEK,CA982,CA,0,0,CCA982,CCA,John F Kennedy International Airport,"40.639447, -73.779317",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",Air China,Boeing 747-8,Boeing
2024-05-30 23:47:26,-34.0081,151.2035,3571a585,A2A3B5,347,650,119,B789,N26966,1717105637,SFO,BNE,UA96,UA,0,-640,UAL96,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:47:26,5.8937,111.7491,3571aae9,76CD44,233,40000,533,A359,9V-SJD,1717105636,LAX,SIN,SQ37,SQ,0,0,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:47:26,-35.0522,149.9635,3571ad86,A254D8,234,25975,440,B789,N24974,1717105639,SFO,MEL,UA60,UA,0,-64,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:47:26,-33.6899,151.1312,3571b06a,8963EA,170,8225,317,A388,A6-EOM,1717105639,DXB,BNE,EK434,EK,0,-704,UAE434,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",Emirates,Airbus A380-800,Airbus
