timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-31 18:09:10,61.1905,-150.0032,3571f116,AC50FA,180,0,0,B77L,N893FD,1717171745,OAK,ANC,FX37,FX,1,0,FDX37,FDX,Metropolitan Oakland International Airport,"37.721298, -122.221001",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 18:09:10,69.5882,-48.4514,35746176,89649F,224,34375,485,B77W,A6-EQG,1717171746,DXB,ORD,EK235,EK,0,1152,UAE3U,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Chicago O'Hare International Airport,"41.9786, -87.9048",Emirates,Boeing 777-300ER,Boeing
2024-05-31 18:09:10,33.643,-84.442,3574650c,ADC8E7,153,0,0,A321,N988AL,1717171742,ATL,PHX,AA780,AA,1,0,AAL780,AAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Phoenix Sky Harbor International Airport,"33.435302, -112.005905",American Airlines,Airbus A321,Airbus
2024-05-31 18:09:10,40.5764,145.1854,3574a54d,A6456D,222,40000,430,A359,N503DN,1717171743,ATL,ICN,DL27,DL,0,0,DAL27,DAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Incheon International Airport,"37.46910095214844, 126.45099639892578",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 18:09:10,33.4383,-111.9992,3574cc2a,A5A10A,180,0,0,A21N,N462AA,1717171745,PHX,PHL,AA478,AA,1,0,2220,AAL,Phoenix Sky Harbor International Airport,"33.435302, -112.005905",Philadelphia International Airport,"39.87189865112305, -75.24109649658203",American Airlines,Airbus A321neo,Airbus
2024-05-31 18:09:10,51.4891,-0.0097,3574d3a3,71C011,207,4250,228,B77W,HL8011,1717171742,ICN,LHR,KE907,KE,0,-640,KAL907,KAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",London Heathrow Airport,"51.4706, -0.461941",Korean Air,Boeing 777-300ER,Boeing
2024-05-31 18:09:10,37.6227,-122.3918,3574e0af,76CD47,227,0,14,A359,9V-SJG,1717171745,SIN,SFO,SQ32,SQ,1,0,SIA32,SIA,Singapore Changi Airport,"1.35019, 103.994003",San Francisco International Airport,"37.61899948120117, -122.375",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 18:09:10,-24.8139,22.1537,3574fb91,A68336,103,41000,574,A359,N519DN,1717171744,ATL,JNB,DL200,DL,0,0,DAL200,DAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",OR Tambo International Airport,"-26.1392, 28.246",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 18:09:10,-37.2096,172.0943,3574ffc4,06A11E,87,37000,504,A35K,A7-ANB,1717171744,DOH,AKL,QR920,QR,0,-1856,QTR920,QTR,Hamad International Airport,"25.273056, 51.608056",Auckland International Airport,"-37.01199, 174.786331",Qatar Airways,Airbus A350-1000,Airbus
2024-05-31 18:09:10,19.0465,68.0088,35750869,06A129,298,40000,520,A35K,A7-ANM,1717171747,AKL,DOH,QR921,QR,0,0,QTR3J,QTR,Auckland International Airport,"-37.01199, 174.786331",Hamad International Airport,"25.273056, 51.608056",Qatar Airways,Airbus A350-1000,Airbus
2024-05-31 18:09:10,28.5511,77.0785,35750ec5,C023AA,284,0,14,B77L,C-FNND,1717171746,YYZ,DEL,AC42,AC,1,0,ACA42,ACA,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Indira Gandhi International Airport,"28.55563, 77.09519",Air Canada,Boeing 777-200LR,Boeing
2024-05-31 18:09:10,29.9025,51.6617,35750feb,8964E2,159,39000,504,A388,A6-EVK,1717171744,IAH,DXB,EK212,EK,0,0,UAE69T,UAE,George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Airbus A380-800,Airbus
2024-05-31 18:09:10,41.7638,-77.4693,35751253,78022E,109,37000,459,B77W,B-KPO,1717171744,HKG,JFK,CX830,CX,0,0,CPA830,CPA,Hong Kong International Airport,"22.308901, 113.915001",John F Kennedy International Airport,"40.639447, -73.779317",Cathay Pacific,Boeing 777-300ER,Boeing
2024-05-31 18:09:10,-33.9678,18.5974,3575151f,A67811,253,0,0,A359,N516DN,1717171744,ATL,CPT,DL210,DL,1,0,DAL210,DAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Cape Town International Airport,"-33.9648017883, 18.6016998291",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 18:09:10,-23.2312,-167.7154,357525a3,C8243A,224,41992,435,B789,ZK-NZM,1717171739,JFK,AKL,NZ1,NZ,0,0,ANZ1,ANZ,John F Kennedy International Airport,"40.639447, -73.779317",Auckland International Airport,"-37.01199, 174.786331",Air New Zealand,Boeing 787-9,Boeing
2024-05-31 18:09:10,50.3693,10.6895,35752714,76CD76,278,22600,463,A388,9V-SKV,1717171746,SIN,FRA,SQ326,SQ,0,-1984,SIA326,SIA,Singapore Changi Airport,"1.35019, 103.994003",Frankfurt Airport,"50.036521, 8.561268",Singapore Airlines,Airbus A380-800,Airbus
2024-05-31 18:09:10,33.6423,-84.4419,35752855,A997E5,157,0,0,A319,N717UW,1717171746,ORD,ATL,AA2779,AA,1,0,AAL2779,AAL,Chicago O'Hare International Airport,"41.9786, -87.9048",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",American Airlines,Airbus A319,Airbus
