timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 23:25:49,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717104341,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-30 23:25:49,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717104345,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 23:25:49,42.2938,-80.9842,357164dc,76CCE2,101,41000,535,A359,9V-SGB,1717104343,SIN,JFK,SQ24,SQ,0,0,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:25:49,1.422,104.0082,35718061,76CCE7,203,1100,138,A359,9V-SGG,1717104344,LAX,SIN,SQ35,SQ,0,-704,SIA35,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:25:49,-32.838,156.1414,357193ab,7C4926,250,40000,402,A388,VH-OQG,1717104342,LAX,SYD,QF12,QF,0,0,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-30 23:25:49,30.4314,-93.4723,35719651,8964E2,219,29875,432,A388,A6-EVK,1717104344,DXB,IAH,EK211,EK,0,-1600,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-30 23:25:49,40.7823,113.8295,35719997,7805AA,154,37100,563,B77L,B-2075,1717104346,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-30 23:25:49,-34.0746,151.0856,35719a78,C0173E,192,5400,282,B77W,C-FIUV,1717104344,YVR,SYD,AC33,AC,0,-576,ACA33,ACA,Vancouver International Airport,"49.193901062, -123.183998108",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Air Canada,Boeing 777-300ER,Boeing
2024-05-30 23:25:49,-36.8856,174.8503,35719a7b,8964B2,79,6000,282,A388,A6-EVD,1717104345,DXB,AKL,EK448,EK,0,-960,UAE80T,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Auckland International Airport,"-37.01199, 174.786331",Emirates,Airbus A380-800,Airbus
2024-05-30 23:25:49,25.5715,121.9503,35719ac3,8990E2,233,11575,325,B77W,B-16720,1717104342,IAH,TPE,BR51,BR,0,-1408,EVA051,EVA,George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
2024-05-30 23:25:49,1.941,107.2795,35719c0e,A31A56,249,39975,538,B789,N29977,1717104344,SFO,SIN,UA1,UA,0,-64,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:25:49,33.6381,-84.4194,35719c96,A67F8A,272,0,0,A359,N518DZ,1717104342,ICN,ATL,DL188,DL,1,0,DAL188,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-30 23:25:49,-27.3467,153.1503,35719cd0,C0103E,207,325,152,B789,C-FGDX,1717104344,YVR,BNE,AC35,AC,0,-896,ACA35,ACA,Vancouver International Airport,"49.193901062, -123.183998108",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",Air Canada,Boeing 787-9,Boeing
2024-05-30 23:25:49,38.1277,-113.4029,3571a2cb,710110,201,38000,480,B77W,HZ-AK38,1717104343,JED,LAX,SV41,SV,0,0,SVA041,SVA,King Abdulaziz International Airport,"21.6796, 39.156502",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Saudia,Boeing 777-300ER,Boeing
2024-05-30 23:25:49,37.4741,121.0949,3571a361,780D2A,288,34100,386,B748,B-2482,1717104342,JFK,PEK,CA982,CA,0,0,CCA982,CCA,John F Kennedy International Airport,"40.639447, -73.779317",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",Air China,Boeing 747-8,Boeing
2024-05-30 23:25:49,-32.9665,150.7762,3571a585,A2A3B5,119,14200,352,B789,N26966,1717104344,SFO,BNE,UA96,UA,0,-1408,UAL96,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:25:49,35.7803,140.3914,3571a946,AD727C,160,0,11,B788,N966AM,1717104345,MEX,NRT,AM58,AM,1,0,AMX058,AMX,Aeropuerto Internacional Lic. Benito Juárez,"19.435433, -99.082432",Narita International Airport,"35.764702, 140.386002",AeroMexico,Boeing 787-8,Boeing
2024-05-30 23:25:49,7.8149,114.3224,3571aae9,76CD44,233,40000,526,A359,9V-SJD,1717104343,LAX,SIN,SQ37,SQ,0,0,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 23:25:49,-33.606,152.5533,3571ad86,A254D8,223,28975,446,B789,N24974,1717104344,SFO,MEL,UA60,UA,0,-64,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
2024-05-30 23:25:49,24.1196,114.0845,3571ae39,780F15,239,12900,367,B77W,B-7183,1717104345,LAX,CAN,CZ328,CZ,0,-1728,CSN328,CSN,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Guangzhou Baiyun International Airport,"23.392401, 113.299004",China Southern Airlines,Boeing 777-300ER,Boeing
