timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-30 18:33:22,37.6113,-122.3867,3570486a,AD5480,115,0,0,A21N,N958XV,1717086792,MIA,SFO,AA2933,AA,1,0,AAL2933,AAL,Miami International Airport,"25.79319953918457, -80.29060363769531",San Francisco International Airport,"37.61899948120117, -122.375",American Airlines,Airbus A321neo,Airbus
2024-05-30 18:33:22,60.6192,-112.3576,3570496b,394A12,207,34000,475,B77W,F-GSQS,1717086797,CDG,YVR,AF374,AF,0,0,AFR374G,AFR,Charles de Gaulle International Airport,"49.012798, 2.55",Vancouver International Airport,"49.193901062, -123.183998108",Air France,Boeing 777-300ER,Boeing
2024-05-30 18:33:22,39.7036,-86.2956,3570b84e,A0AAA0,315,0,0,B763,N142FE,1717086795,PIT,IND,FX1622,FX,1,0,FDX1622,FDX,Pittsburgh International Airport,"40.49150085, -80.23290253",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 18:33:22,-33.7448,179.3238,3570c52d,7C8071,223,41996,428,B789,VH-ZNN,1717086794,JFK,AKL,QF4,QF,0,0,QFA4,QFA,John F Kennedy International Airport,"40.639447, -73.779317",Auckland International Airport,"-37.01199, 174.786331",Qantas,Boeing 787-9,Boeing
2024-05-30 18:33:22,52.3303,5.5155,3570ed18,71C218,269,6550,236,B77W,HL8218,1717086796,ICN,AMS,KE925,KE,0,-960,KAL925,KAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Amsterdam Airport Schiphol,"52.308601, 4.76389",Korean Air,Boeing 777-300ER,Boeing
2024-05-30 18:33:22,-26.1017,27.9215,3570f283,A6745A,157,12950,334,A359,N515DN,1717086796,ATL,JNB,DL200,DL,0,-1472,DAL200,DAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",OR Tambo International Airport,"-26.1392, 28.246",Delta Air Lines,Airbus A350-900,Airbus
2024-05-30 18:33:22,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717086794,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-30 18:33:22,21.951,61.9012,3570ffb4,06A12C,283,39996,512,A35K,A7-ANP,1717086798,AKL,DOH,QR921,QR,0,0,QTR3J,QTR,Auckland International Airport,"-37.01199, 174.786331",Hamad International Airport,"25.273056, 51.608056",Qatar Airways,Airbus A350-1000,Airbus
2024-05-30 18:33:22,40.928,-74.2511,357107d8,780A5B,98,19000,395,B77W,B-KQK,1717086795,HKG,JFK,CX830,CX,0,64,CPA830,CPA,Hong Kong International Airport,"22.308901, 113.915001",John F Kennedy International Airport,"40.639447, -73.779317",Cathay Pacific,Boeing 777-300ER,Boeing
2024-05-30 18:33:22,-25.3654,26.9268,35710923,A4095F,127,27400,506,B789,N35953,1717086795,EWR,JNB,UA188,UA,0,-2112,UAL188,UAL,Newark Liberty International Airport,"40.692501, -74.168701",OR Tambo International Airport,"-26.1392, 28.246",United Airlines,Boeing 787-9,Boeing
2024-05-30 18:33:22,-31.4178,167.174,3571182e,7C8067,244,39000,459,B789,VH-ZND,1717086795,DFW,MEL,QF22,QF,0,-64,QFA22,QFA,Dallas Fort Worth International Airport,"32.896801, -97.038002",Melbourne International Airport,"-37.673302, 144.843002",Qantas,Boeing 787-9,Boeing
2024-05-30 18:33:22,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717086797,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-30 18:33:22,27.395,79.9109,35712b41,76CCE5,162,41000,507,A359,9V-SGE,1717086796,JFK,SIN,SQ23,SQ,0,0,SIA23,SIA,John F Kennedy International Airport,"40.639447, -73.779317",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-30 18:33:22,37.1776,73.3635,35712cf6,A47FD9,126,38975,490,B789,N38950,1717086790,EWR,DEL,UA82,UA,0,0,UAL82,UAL,Newark Liberty International Airport,"40.692501, -74.168701",Indira Gandhi International Airport,"28.55563, 77.09519",United Airlines,Boeing 787-9,Boeing
2024-05-30 18:33:22,39.4627,142.9976,35712d8e,A64924,237,40000,417,A359,N504DN,1717086796,ATL,ICN,DL27,DL,0,-192,DAL27,DAL,Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Incheon International Airport,"37.46910095214844, 126.45099639892578",Delta Air Lines,Airbus A350-900,Airbus
2024-05-30 18:33:22,40.3754,139.7803,35713321,758525,195,40000,456,A359,RP-C3501,1717086796,YYZ,MNL,PR119,PR,0,0,PAL119,PAL,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Airbus A350-900,Airbus
2024-05-30 18:33:22,29.5656,75.8695,35713618,C0174D,131,21225,414,B77L,C-FIVK,1717086796,YYZ,DEL,AC42,AC,0,-1472,ACA42,ACA,Toronto Lester B. Pearson International Airport,"43.6772, -79.6306",Indira Gandhi International Airport,"28.55563, 77.09519",Air Canada,Boeing 777-200LR,Boeing
