timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-31 00:07:32,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717106841,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-31 00:07:32,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717106844,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-31 00:07:32,40.8245,-73.951,357164dc,76CCE2,122,16050,327,A359,9V-SGB,1717106844,SIN,JFK,SQ24,SQ,0,-1472,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:07:32,-34.0368,152.087,357193ab,7C4926,276,16800,266,A388,VH-OQG,1717106843,LAX,SYD,QF12,QF,0,-2688,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-31 00:07:32,29.9832,-95.3317,35719651,8964E2,270,0,3,A388,A6-EVK,1717106846,DXB,IAH,EK211,EK,1,0,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-31 00:07:32,34.8512,114.8801,35719997,7805AA,184,38100,472,B77L,B-2075,1717106847,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-31 00:07:32,1.3453,103.9863,35719c0e,A31A56,112,0,9,B789,N29977,1717106845,SFO,SIN,UA1,UA,1,0,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-31 00:07:32,33.6381,-84.4194,35719c96,A67F8A,272,0,0,A359,N518DZ,1717106841,ICN,ATL,DL188,DL,1,0,DAL188,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:07:32,34.1065,-117.3657,3571a2cb,710110,251,14900,353,B77W,HZ-AK38,1717106845,JED,LAX,SV41,SV,0,-1600,SVA041,SVA,King Abdulaziz International Airport,"21.6796, 39.156502",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Saudia,Boeing 777-300ER,Boeing
2024-05-31 00:07:32,39.6491,116.9387,3571a361,780D2A,353,11425,256,B748,B-2482,1717106845,JFK,PEK,CA982,CA,0,-1920,CCA982,CCA,John F Kennedy International Airport,"40.639447, -73.779317",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",Air China,Boeing 747-8,Boeing
