timeline,latitude,longitude,id,icao_24bit,heading,altitude,ground_speed,aircraft_code,registration,time,origin_airport_iata,destination_airport_iata,number,airline_iata,on_ground,vertical_speed,callsign,airline_icao,origin_airport_name,origin_airport_coordinates,destination_airport_name,destination_airport_coordinates,airline_name,aircraft_name,manufacturer
2024-05-31 00:02:00,37.7187,-122.2175,3570f2ca,AAA39A,90,0,0,B752,N785FD,1717106515,BOI,OAK,FX1813,FX,1,0,FDX1813,FDX,Boise Air Terminal/Gowen Field,"43.5644, -116.223",Metropolitan Oakland International Airport,"37.721298, -122.221001",Fedex,Boeing 757-200,Boeing
2024-05-31 00:02:00,39.7051,-86.2923,35711bed,A0F99E,322,0,0,B763,N162FE,1717106513,CLT,IND,FX1635,FX,1,0,FDX1635,FDX,Charlotte Douglas International Airport,"35.2140007019043, -80.94309997558594",Indianapolis International Airport,"39.7173, -86.294403",Fedex,Boeing 767-300,Boeing
2024-05-31 00:02:00,40.9673,-74.6044,357164dc,76CCE2,98,20525,380,A359,9V-SGB,1717106515,SIN,JFK,SQ24,SQ,0,-448,SIA24,SIA,Singapore Changi Airport,"1.35019, 103.994003",John F Kennedy International Airport,"40.639447, -73.779317",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:02:00,-34.0802,152.5886,357193ab,7C4926,263,23925,300,A388,VH-OQG,1717106514,LAX,SYD,QF12,QF,0,-1664,QFA12,QFA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Sydney Kingsford Smith International Airport,"-33.94609832763672, 151.177001953125",Qantas,Airbus A380-800,Airbus
2024-05-31 00:02:00,29.9889,-95.3347,35719651,8964E2,90,0,68,A388,A6-EVK,1717106514,DXB,IAH,EK211,EK,1,0,UAE1Y,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",George Bush Intercontinental Houston Airport,"29.984399795532227, -95.34140014648438",Emirates,Airbus A380-800,Airbus
2024-05-31 00:02:00,35.6155,114.9522,35719997,7805AA,185,38100,492,B77L,B-2075,1717106512,JFK,CAN,CSG2544,CS,0,0,CSG2544,CSG,John F Kennedy International Airport,"40.639447, -73.779317",Guangzhou Baiyun International Airport,"23.392401, 113.299004",Comlux Aruba,Boeing 777-200LR,Boeing
2024-05-31 00:02:00,1.376,103.9889,35719c0e,A31A56,202,175,149,B789,N29977,1717106513,SFO,SIN,UA1,UA,0,-768,UAL1,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Singapore Changi Airport,"1.35019, 103.994003",United Airlines,Boeing 787-9,Boeing
2024-05-31 00:02:00,33.6381,-84.4194,35719c96,A67F8A,272,0,0,A359,N518DZ,1717106515,ICN,ATL,DL188,DL,1,0,DAL188,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:02:00,34.3176,-116.7184,3571a2cb,710110,243,24225,406,B77W,HZ-AK38,1717106513,JED,LAX,SV41,SV,0,-1408,SVA041,SVA,King Abdulaziz International Airport,"21.6796, 39.156502",Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Saudia,Boeing 777-300ER,Boeing
2024-05-31 00:02:00,39.2356,117.0898,3571a361,780D2A,340,17125,285,B748,B-2482,1717106514,JFK,PEK,CA982,CA,0,-1344,CCA982,CCA,John F Kennedy International Airport,"40.639447, -73.779317",Beijing Capital International Airport,"40.080101013183594, 116.58499908447266",Air China,Boeing 747-8,Boeing
2024-05-31 00:02:00,4.5427,110.0434,3571aae9,76CD44,225,40000,541,A359,9V-SJD,1717106513,LAX,SIN,SQ37,SQ,0,0,SIA37,SIA,Los Angeles / Tom Bradley International Airport,"33.942501, -118.407997",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Airbus A350-900,Airbus
2024-05-31 00:02:00,-36.0609,148.2108,3571ad86,A254D8,235,26000,426,B789,N24974,1717106512,SFO,MEL,UA60,UA,0,-64,UAL60,UAL,San Francisco International Airport,"37.61899948120117, -122.375",Melbourne International Airport,"-37.673302, 144.843002",United Airlines,Boeing 787-9,Boeing
2024-05-31 00:02:00,-33.9443,151.1754,3571b06a,8963EA,348,0,58,A388,A6-EOM,1717106515,DXB,BNE,EK434,EK,1,0,UAE434,UAE,Dubai International Airport,"25.2527999878, 55.3643989563",Brisbane International Airport,"-27.384199142456055, 153.11700439453125",Emirates,Airbus A380-800,Airbus
2024-05-31 00:02:00,14.5035,121.0043,3571b663,7583EB,19,0,0,B77W,RP-C7778,1717106512,SFO,MNL,PR105,PR,1,0,PAL105,PAL,San Francisco International Airport,"37.61899948120117, -122.375",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:02:00,37.8071,-80.6035,3571c3b8,C8243A,81,38975,539,B789,ZK-NZM,1717106514,AKL,JFK,NZ2,NZ,0,-64,ANZ2,ANZ,Auckland International Airport,"-37.01199, 174.786331",John F Kennedy International Airport,"40.639447, -73.779317",Air New Zealand,Boeing 787-9,Boeing
2024-05-31 00:02:00,61.1899,-150.0029,3571d12b,ABED10,255,0,0,B77L,N868FD,1717106514,IND,ANC,FX29,FX,1,0,FDX29,FDX,Indianapolis International Airport,"39.7173, -86.294403",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:02:00,1.3578,103.9831,3571d3af,76CDC3,22,0,15,B77W,9V-SNC,1717106506,LHR,SIN,SQ305,SQ,1,0,SIA305,SIA,London Heathrow Airport,"51.4706, -0.461941",Singapore Changi Airport,"1.35019, 103.994003",Singapore Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:02:00,35.7692,140.3772,3571d797,AC25C4,340,0,0,B77L,N882FD,1717106512,MEM,NRT,FX15,FX,1,0,FDX15,FDX,Memphis International Airport,"35.04240036010742, -89.97669982910156",Narita International Airport,"35.764702, 140.386002",Fedex,Boeing 777-200LR,Boeing
2024-05-31 00:02:00,14.9694,121.2266,3571d81b,758798,266,13325,292,B77W,RP-C7783,1717106515,YVR,MNL,PR117,PR,0,-960,PAL117,PAL,Vancouver International Airport,"49.193901062, -123.183998108",Ninoy Aquino International Airport,"14.5086, 121.019997",Philippine Airlines,Boeing 777-300ER,Boeing
2024-05-31 00:02:00,45.0193,-144.398,3571daec,80153F,106,38000,525,B77L,VT-AEG,1717106516,BLR,SFO,AI175,AI,0,0,AIC175,AIC,Kempegowda International Airport,"13.1979, 77.706299",San Francisco International Airport,"37.61899948120117, -122.375",Air India,Boeing 777-200LR,Boeing
2024-05-31 00:02:00,46.753,-96.528,3571db0b,A65449,117,38925,502,A359,N507DN,1717106514,ICN,MSP,DL170,DL,0,-1088,DAL170,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,"44.882, -93.221802",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:02:00,34.7854,136.6347,3571e245,8990E3,242,38000,418,B77W,B-16721,1717106513,JFK,TPE,BR31,BR,0,64,EVA031,EVA,John F Kennedy International Airport,"40.639447, -73.779317",Taiwan Taoyuan International Airport,"25.0777, 121.233002",EVA Air,Boeing 777-300ER,Boeing
2024-05-31 00:02:00,15.0783,78.6727,3571e248,89655C,296,40000,524,A388,A6-EVP,1717106513,AKL,DXB,EK449,EK,0,0,UAE1QH,UAE,Auckland International Airport,"-37.01199, 174.786331",Dubai International Airport,"25.2527999878, 55.3643989563",Emirates,Airbus A380-800,Airbus
2024-05-31 00:02:00,36.9016,-87.491,3571e7e8,A6456D,139,39000,558,A359,N503DN,1717106515,ICN,ATL,DL26,DL,0,0,DAL26,DAL,Incheon International Airport,"37.46910095214844, 126.45099639892578",Hartsfield Jackson Atlanta International Airport,"33.6367, -84.428101",Delta Air Lines,Airbus A350-900,Airbus
2024-05-31 00:02:00,26.1554,52.9008,3571eb2c,A8397C,112,31000,502,B748,N629UP,1717106512,SDF,DXB,5X76,5X,0,0,UPS76,UPS,Louisville Muhammad Ali International Airport,"38.1744, -85.736",Dubai International Airport,"25.2527999878, 55.3643989563",UPS Airlines,Boeing 747-8,Boeing
2024-05-31 00:02:00,7.868,88.9456,3571eb57,75044E,114,41004,450,A359,9M-MAG,1717106516,LHR,KUL,MH3,MH,0,0,MAS3,MAS,London Heathrow Airport,"51.4706, -0.461941",Kuala Lumpur International Airport,"2.74558, 101.709999",Malaysia Airlines,Airbus A350-900,Airbus
2024-05-31 00:02:00,46.0813,-96.0247,3571ee48,789275,102,41000,515,A359,B-LQG,1717106513,HKG,JFK,CX840,CX,0,0,CPA840,CPA,Hong Kong International Airport,"22.308901, 113.915001",John F Kennedy International Airport,"40.639447, -73.779317",Cathay Pacific,Airbus A350-900,Airbus
2024-05-31 00:02:00,61.1905,-150.0032,3571f116,AC50FA,180,0,0,B77L,N893FD,1717106515,OAK,ANC,FX37,FX,1,0,FDX37,FDX,Metropolitan Oakland International Airport,"37.721298, -122.221001",Ted Stevens Anchorage International Airport,"61.1744, -149.996002",Fedex,Boeing 777-200LR,Boeing
